sentimen,Tweet
-1,"3 kota ini berpolusi tinggi:
Jabodetabek
Bandung
Surabaya
Cek kualitas udara di lokasimu untuk menentukan aktivitas pagi ini!"
-1,Setiap Bulan berapa Biaya yang Anda keluarkan untuk membeli Masker? MaskerBukanSolusiPolusi
-1,Data pukul 6:27 pm malam hari ini. Polusi udara jakarta ranking 2 di dunia durasinya sudah 20 jam berjalan gimana mau sehat nih ?
-1,sudah berapa banyak PM25 yang telah masuk ke dalam paru2 kita pada hari ini guys ???
-1,bagaimana nih pemerintah Indonesia Seriuslah bekerja. Polusi udara terjadi setiap hari tidak akan membawa kebaikan bagi manusia. Mana tanggung jawab kerjamu?? jangan prestasi km zonk seperti orang pengangguran tetapi setiap akhir bulan mau gajianparah
-1,Pukul 10 pm mlm tgl 11/7 polusi udara Jakarta meningkat hingga sampai pada saat ini pukul 1.56 pm tgl 12/7 sudah 14 jam kita bernapas dengan udara yang sangat buruk kualitasnya. Tidak pantas manusia di buat seperti ini. sudah melampaui batas nih pemerintah indonesia
-1,Polusi jakarta pukul 1:39 pm siang hari ini benar2 sangat buruk guys. Wadow maksi kita kena debu deh dari udara. Menjijikkan bukan ‍♂️
-1,Polusi udara Jakarta melampaui New Delhi India yang penduduknya 14 miliar manusia. Jakarta ranking 2 di dunia
-1,Pukul 10 am polusi udara jakarta masih dalam keadaan yang sangat tinggi dan berbahaya bagi kesehatan semua level usia. Parah
-1,Polusi udara Jakarta pukul 04.00 AM subuh hari ini. Polusi udara saat ini sangat buruk dan sudah bisa dipastikan saat matahari terbit polusi udara akan tetap tinggi
-1,Polusi udara yang bisa membuat anak2 kita jadi bodoh otaknya rendah kuakitas kesehatannya karena paru2nya merokok dari udara yang digunakan bernafas. jangan sampai anak kalian usianya lebih pendek daripada orang tuanya. tidak sedih ya
-1,Si pembuat polusi udara naik mercy baru tiap tahun. begitupun dengan pegawai pemerintah yang telah terima duit under table. Lah kita rakyat biasa bernapas racun dan tidak pernah bisa kaya?? Ikhlas hidup selamanya dengan keadaan seperti ini guys? Hayuk bangkitkan kesadaran anda untuk menolak
-1,Pesan terbaik yang bisa diberikan kpd para pelaku pembuat polusi udara di jakarta yaa
-1,Polusi jakarta ranking 1 di dunia saat ini pukul 3 am apes banget ya bangsa ini dpt pemerintah model rusak seperti yang saat ini ‍♂️
-1,Data pukul 2:36 am dini hari ini. Polusi jakarta ranking 2 dunia. Parah bener2 bukan negara berlandaskan pancasila. Pemerintah BG
-1,View langit dan hasil ukur mandi level polusi udara jakarta sesuai langit penuh dengan asap berbau dan berdebu PM25 kacau ‍♂️
-1,Pemerintah indonesia benar2 tidak punya hati nurani berdasarkan pancasila. Membiarkan rakyatnya bernapas dengan udara kotor beracun seperti ini. Negara tidak kalah terhadap pelaku polusi udara tetapi mengikhlaskan semua keburukan ini terjadi. Biadab ‍♂️
-1,Data polusi pukul 1:28 am dini hari ini benar2 sangat mengerikan asap dari pabrik bersayap yang produksi sabun colek itu kacau
-1,Udara adalah kebutuhan sangat mendasar bagi manusia flora dan fauna. Pemerintah yang tidak bisa menjamin udara tetap bersih harus mundur ya
1,ayo kita bergerak dengan berjalan kaki untuk mengalahkan polusi udara .
-1,untung Green Day tidak tinggal di sini. Kalau iya kasian banget bangun-bangun masih kena polusi.
-1,"Polusi bukan hanya masalah ibukota.
Jabodetabek? Tinggi lagi Kota lainnya? Malang & Bandung termasuk kategori ""tidak sehat"".
Sudah cek kualitas udara di lokasimu?"
-1,Pindah ke mana ya stadion yang polusinya rendah?
-1,tolong jangan sampai hal yang mengerikan ini terjadi pd kita penduduk Jakarta ya guys
-1,yang buat polusi udara ini pasti bukan orang Madura atau Jawa ini pasti tenaga kerja asing dari china yang tolol dan bego sehingga membakar sampah dan mengakibatkan polusi udara yang hebat seperti pd saat ini memangbangsat nih si pendatang yaa
0,Inovasi yang sangat baik untuk kehidupan sehari hari. Jika sudah tersedia di bengkel motor boleh beli nih secepatnya
0,Semoga partai2. Pendukung omnibus law tidak terpilih lagi di kemudian hari ya. Semoga rakyat indonesia cerdas semuanya
-1,"12/07/2023 Rabu
Polusi udara di pukul 12 am ini mendadak meningkat udara mulai berbau asap hasil bakar sampah ‍♂️"
-1,Kontrol asap dagangan kamu agar tidak mencederai kesehatan orang lain. Pake ilmu pengetahuan agar baik hasil akhirnya
-1,Jika polusi udara Jakarta tinggi maka menjadi sia2lah Negara kita berPancasila. karena isinya tidak diamalkan dalam bernegara
1,Data polusi udara Jakarta pukul 10 pm mlm hr ini. Terpantau dalam keadaan yang baik.
1,Kasihi sesamamu manusia sama seperti engkau mengasihi dirimu sendiri dengan tidak membakar sampah yang menyebabkan polusi udara
-1,Jika sumber PLN masih mengandalkan batubara. Maka EV adalah bencana baru Polusi udara bagi warga jakarta
0,Tanpa mobil listrik bisa juga kan polusi udara jakarta hari ini serendah ini
0,Data polusi udara jakarta pukul 6 pm malam hari ini Pertahankan ya
-1,tidak bisa ngomong dahh sangat kejam nih para pelaku pembuat polusi udara. Anak2 sudah masuk sekolah loh bangsat udara pagi hari ini akan sangat buruk banget bagi kesehatan anak2 yang bersekolah. Kurang ajar banget sih kalian lebih buruk dari hewan kelakuan anda semuanya
-1,Data pukul 3 am subuh saat ini. Polusi jakarta ranking 2 didunia dosa pemerintah Republik indonesia ‍
-1,Para pelaku pembuat polusi udara melanggar semua sila yang ada pada Pancasilasila pertama merusak alam sila kelima tidak memiliki rasa keadilan kamu yang untungorang lain yang sakit sakitan kan konyol jika seperti
-1,Bisa saja itu adalah karyawan dari pabrik itu sendiri karena terpapar polusi udara yang sangat tinggi mengakibatkan karyawannya banyak yang berpenyakit kanker. Contoh pabrik pelaburan besi Yang masih menggunakan batubara untuk membakar Tungku pelaburan besinya.
-1,Data pukul 2 am. Kita sebagai end user harus memperhatikan pabrik yang produksi barang2 kebutuhan kita. Jika tidak ramah lingkungan stop membelinya
-1,Bener2 sedih jika membandingkan polusi udara di 3 kota ini dengan polusi udara DKI Jakarta. Benar benar bingung dengan keadaan polusi udara di Jakarta. Mengapa harus setiap malam kita diracun lewat udara. Kacau bukan ‍
-1,"11/07/2023 Selasa
Polusi udara jakarta kembali meningkat bener2 biadab pelaku pembuat polusi udara."
-1,Khusus Jakarta utara di kawasan admin level polusi udaranya tidak dalam keadaan yang baik2 saja. 12 jam pertama admin di fogging sama polusi udara. Dan mlm pd pukul 6-10 pm juga. Kacau parah bengis tuh pelakunya. Parahh
-1,Data polusi udara pukul 11 pm jakarta. Polusi bakar sampah star pukul 6 pm sampai 10:15 pm Pantau dan radar terus polusi jakarta
-1,Admin males kedepan ngukur takut terpapar polusi udara yang dibuat oleh bukan orang jawa dan madura melainkan TKA asing dari china
-1,memangtidak bermoral pembuat polusi udara di jakarta ya. Pasti bukan madura dan jawa karena yang ini pandai2 wong guru romo cendikiawan. Pasti pendatang china daratan idiot tenaga kerja asing yang sdm nya tidak ahli. Makanya sangat bloon perbuatannya. Dasar bab sialan bener ya ‍♂️
-1,"Polusi udara yang terjadi pada saat ini pasti bukan perbuatan orang Madura atau Jawa
Melainkan perbuatan orang Cina daratan tenaga kerja asing yang masih bodoh2 dan melakukan pembakaran sampah padat memangba mereka ya parah perbuatannya ‍♂️"
-1,Bakar sampah di tarumajaya adalah kejahatan yang terorganisasi dengan baik dan terstruktur karena bisa setiap hari berbuat hal yang sama dan tidak di proses hukum pdhal perbuatannya salah
0,Polusi udara dapat mempengaruhi pertumbuhan dan perkembangan anak bahkan sejak mereka masih dalam kandungan.
-1,Saat ini udara sangat berbau asap bakaran sampah plastik atau kabel kurang jelas karena aroma nya mirip banget ini kejahatan nih
1,Jika polusi udara outdoor rendah. Semua keribetan ini tidak perlu terjadi jika rendah polusi udara kita hidup bisa lebih dekat dengan alam tanpa ada rasa kuatir. Makanya udara outdoor wajib bebas asap bakar sampah plastik asap industri dan juga PLTU batubara
1,Penting banget melakukan sirkulasi udara di dalam kabin ruangan anda. Kasihan orang2 yang tidak punya air purifier. Makanya sangat penting udara outdoor itu rendah polusi jadi melakukan sirkulasi udara bisa tanpa ragu dan percaya diri. Katakan tidak pada polusi udara outdoor ya guys tolong
1,Polusi udara jakarta pukul 4 menuju pukul 5 sedikit membaik ya sudahlah pembuatan polusi udaranya ya
-1,Industri/ pabrik yang tidak memasangkan filter Catalitiq Converter pada cerobong asapnya sebaiknya tidak diizinkan untuk berOperasiasapnya beracun
-1,Polusi udara meningkat dan berasal dari kelapa gading noh polusi ini dari asap industri bener2 sialan nih industrinya
-1,Polusi udara Jakarta pukul 2 am meningkat lumayan tinggi loh yaa. sudah berada di level merah. Ngeri nih. Kumat lagi dah
0,Polusi udara saat ini pukul 1 am diharapkan tidak terjadi lonjakan polusi udara di jakarta
0,1000 orang istri menggugat cerai suami karena tidak mampu menafkahi keluarganya Bojonegoro- jawa timur iba tidak sih guys
1,"10/07/2023 Senin
Nice view jakarta Jaga dan rawat agar udara kita tetap bersih dan selalu sehat kita gunakan bernapas ya"
-1,12 jam pertama polusi udara Jakarta dalam keadaan yang kurang baik. 12 jam kedua lebih baik membaik hingga sampai saat ini. Sangat disayangkan karena udara masih berbau asap hasil pembakaran sampah plastik
-1,Data polusi udara Jakarta pukul 9 pm mlm hr ini. Hanya jakarta utara dan timur nih yang buruk. Kenapa seperti ini ?? Mohon dibenahi ya
-1,Inilah wajah pemerintah indonesia dan tim kerjanya saat ini. SERAKAH. Orang lain tidak apa-apa kismin asal dia dan team nya kaya kacau ‍
0,Hidup jangan jorok bernapas dengan udara yang sehat. Mandi pake air yang bersih. BerSex dengan pasangan yang bersih wangi dan SAH
-1,Polusi udara meningkat disebabkan oleh asap bakaran sampah mohon hentikanlah ini asap ini meracuni udara kita bersama
-1,Sisi timur yaa jakarta bener2 tuh yaa bakar sampah mulu parahh di pegangsaan gading nias nih kacau
1,yth Bp sandiuno selain angkutan publik bersepeda itu salah satu solusi tanpa polusi sangat layak untuk menjadi prioritas program
1,"Palembang Bikin Takluk Kota Juara Dunia Polusi Udara Cek Sebabnya
cnnindonesia.com/teknologi/2…"
0,untuk warga yang berada di wilayah terdampak tetap waspada dan selalu jaga kesehatan ya! Simak beberapa tips untuk mengurangi paparan polusi tinggi
0,- Langit biru di 29 September kemarin - KLHK siapkan sanksi untuk para pelanggar yang menyebabkan polusi udara Warga ada yang mau nambahin?
1,Kami warga/penduduk @DKIJakarta sangat antusias membantu pemerintah untuk mengentaskan polusi udara di jakarta. Harga bantuannya dengan bertindak yang cepat dan juga tepat agar PR pemda untuk menurunkan level polusi bisa cepat tercapai semangat ya pemda jakarta
-1,Oknum Pelaku kejahatan seperti inilah yang seharusnya ditindak sangat tegas oleh pemerintah @DKIJakarta hayuk diciduk donk pemerintah
0,Mohon segera diatasi pembakaran sampah tsb tolong pemda jakarta
1,Polusi udara jakarta wajib dan harus setiap hari ranking 31 dan terjadi setiap waktu/jam di jakarta. Keadaan inilah yang benar
1,Pukul 3 pm saat ini. Polusi udara rendah langit jakarta pun bebas polusi dan penumpukan Materi jahat yang membahayakan kesehatan
-1,Kalau yang jajah kita adalah orang sendiri itu yang bikin sakit Hati jangan terpecah belah jangan mau diKOTAK KOTAKAN
-1,Udara pagi yang seharusnya paling sehat SUDAH tidak ADA LAGI adanya udara lembab yang bercampur gas beracun dan debu PM25 dosa Jakarta
-1,Polusi udara yang terjadi akibat kelalaian dalam bekerja pemerintah pusat dan kota Republik indonesia parahh BG nya
-1,Bener2 kasihan nasib penduduk Jakarta. Mendapatkan pemimpin pusat dan daerah yang tidak mampu bekerja
-1,vt.tiktok.com/ZSLydcnGm/ Polusi udara jakarta sangat tinggi/BURUK. Dikeluhkan oleh banyak orang pencitraan yang buruk bagi heru budi hartono gubernur dki jakarta yang saat ini menjabat tiup tiup kacau parah
-1,Orang indo juga suka jalan. tapi jadi mikir mau engap2 di udara yang berbau polusi asap bakar sampah atau industri dan PLTU batubara. Sehatin donk udaranya sama seperti jepang budaya jalan kaki bisa ditingkatkan
-1,Polusi udara meningkat dari arah kelapa gading ini asap pembakaran sampah. kok ada ya oknum tega bener meracuni udara kita bersama pd malam hari. Disaat orang tidur malah menebar racun ‍
-1,Polusi udara jakarta kembali meningkat di pukul 2 am. Ini asap dari pembakaran sampah ‍ kacau nih pelakunya. tidak bermoral parah
1,"09/07/2023 Minggu
Saat ini level polusi udara Jakarta masih dinilai dalam keadaan yang baik semoga bisa segera turun ke level kuning ya"
1,Polusi udara hari ini dinilai dalam keadaan baik
0,Masa depan pasir silika seperti ini sangat cerah. karena benda ini bahan dasar dari pembuatan panel surya yang sangat dibutuhkan oleh China
1,Harus seperti ini kualitas udara di jakarta SETIAP hari yang baik harus terpelihara. yang buruk di cari solusinya agar menjadi baik
1,Data polusi udara Jakarta pukul 06.00 PM malam hari ini. Polusi udara Jakarta pada hari ini dinilai dalam keadaan yang baik. Rata-rata semua tempat di Jakarta mengalami polusi udara level kuning.
1,Polusi udara di pukul 3 pm siang hari ini dalam keadaan yang baik pertahankan ya
-1,"""Polusi Tinggi Kasus Penyakit Pernapasan Meningkat Sampai 34%.""
Studi gabungan @napasidn dan @halodoc telah rilis!
Ada fakta apa saja nih? Cek thread ini"
0,Dampak Polusi Udara Kasus Penyakit Pernapasan Naik 34 persen
-1,"Update selama sepekan:
Kualitas udara di Jabodetabek Senin - Minggu (18-24 September 2023) kemarin termasuk ""tidak sehat untuk kelompok sensitif"".
Coba share warga ada yang sudah mengalami gejala akibat paparan polusi tinggi? ☝️"
-1,Polusi Udara Bikin Sakit RI 'Tekor' Rp 10 Triliun per Tahun
-1,Kasus ISPA akibat polusi udara yang buruk di Jakarta meningkat pada anak-anak. Tak jarang pasien anak dengan ISPA harus dirawat dan memerlukan bantuan oksigen.
-1,Bekasi polusinya bukan main @napasidn
-1,Polusi udara bukan cuma masalah ibu kota Selain Jabodetabek Bandung & Surabaya jadi wilayah dengan PM25 tertinggi pagi ini.
-1,"08/07/2023 Sabtu
Polusi udara memangburuk saat ini. Jakarta ranking 2 di dunia"
1,Semua asap harus disaring atau di filter. Dan pengawasan ke perkara ini yang sangat lemah oleh kementerian LHK di Jakarta khususnya ya. Jika hal ini dibenahi. Polusi udara terburuk paling di level orange tanpa ev juga sanggup jakarta. Semoga segera ada PERUBAHAN ya
1,Solusi menurunkan polusi udara itu mengatasi masalah pembakaran sampah padat ban dan kabel. Lalu mengurangi penggunaan PLTU batubara dan melakukan pengawasan sangat ketat terhadap emisi gas karbon industri. Apakah sudah di filter atau tidaklalu melakukan sosialisasi evcerdas
-1,Bersama merajut kasih menolaknya. karena semua kita punya keluarga bukan. Nah polusi udara mengusik kesehatan keluarga kita. Dipalak di jalanan paling 5000 goceng itu saja kita sudah keberatan jika dipalak rumah sakit 150jt ikhlas tidak?? Disakiti lagi krm di suntukik selamat berpikir
-1,Kata2 untuk hari ini. Nih teman godain tidak apa-apa aku tulis yaa. Polusi udara cepat atau lambat pasti akan membunuhmu dan keluargamu karena polusi adalah Racun jahat yang melebihi Narkoba cuakkk pelajari dan renungkan. Projo buzzer oposisi semuanya terdampak. untuk masalah polusi harus
1,Uda bisa diprediksi keadaan sampai jam 12 mlm nanti semoga tidak terjadi lonjakan polusi udara yaa Jakarta
1,Data polusi udara Jakarta pukul 10 pm malam hari ini malam keadaannya lebih baik jika dibandingkan 3 malam di waktu yang sama sebelumnya
-1,"Perhatian dan bantuan seperti ini sangat diperlukan saat sekarang ini bagi pelaku usaha dimanapun itu lokasinya di jakarta. jangan ngasih nya polusi udara mulu bencong katro otak lo itu mah ya. Di sumbar kok bisa kasi bantuan mengapa di jakarta tidak bangetu juga y
finansial.bisnis.com/read/20…"
-1,Pukul 9 pm. Polusi udara Jakarta masih berada di level tidak sehat semoga segera bisa menjadi level kuning ya guys
-1,Pukul 8 pm pemimpin yang kerja3 tapi bloon ya udah bawanya petaka bagi orang banyak. Salah 1 nya polusi udara banget belasan jam polusi
-1,pemerintah indonesia tidak bekerja untuk mengurangi polusi udara untuk menyelamatkan rakyatnya. Malah jadi sponsor lagi kacau ya
-1,Data polusi jakarta pukul 5:33 pm sore hari ini suhu udara sejuk di 24c. Suhunya bgs kualitas udaranya yang buruk ‍
-1,Beda bukan langit mendungnya jakarta yang penuh dalam pengendapan polusi udara ‍
1,Tidak lelah saya mengingatkan bahaya polusi udara bagi kesehatan. Salah satunya itu meningkatkan risiko pneumonia hingga dua kali lipat apalagi untuk kelompok rentan seperti anak-anak dan lansia. Lalu apakah bisa mencegah pneumonia ini dengan vaksinasi?
-1,"Jabodetabek kembali lagi berpolusi Kota lainnya yang PM25nya juga tinggi: Bandung & Surabaya
Wilayah dengan PN2.5 rendah: Sanur Bali
Sudah cek kualitas udara di lokasimu?"
-1,"Warga Depok Bogor dan Bandung usia harapan hidupnya berkurang 6 tahun lebih akibat polusi udara. Warga kota mana saja di Indonesia yang usianya diperpendek karena polusi udara? Silakan baca selengkapnya liputan jurnalisme data @hariankompas ini gaes
kompas.id/baca/investigasi/2…"
